record_id,usage_start_time,usage_end_time,usage_quantity,sku,workspace_id,identity_metadata
rec_00000015,2026-02-19T06:00:00,2026-02-19T07:00:00,0.1943,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000016,2026-02-19T07:00:00,2026-02-19T08:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000017,2026-02-19T08:00:00,2026-02-19T09:00:00,0.1516,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000018,2026-02-19T09:00:00,2026-02-19T10:00:00,0.1061,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000019,2026-02-19T10:00:00,2026-02-19T11:00:00,0.182,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000020,2026-02-19T11:00:00,2026-02-19T12:00:00,0.3829,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000021,2026-02-19T12:00:00,2026-02-19T13:00:00,0.2223,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000022,2026-02-19T13:00:00,2026-02-19T14:00:00,0.0619,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000023,2026-02-19T14:00:00,2026-02-19T15:00:00,0.3875,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000024,2026-02-19T15:00:00,2026-02-19T16:00:00,0.2169,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000025,2026-02-19T16:00:00,2026-02-19T17:00:00,0.0229,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000026,2026-02-19T17:00:00,2026-02-19T18:00:00,0.2011,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000027,2026-02-19T18:00:00,2026-02-19T19:00:00,0.063,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000028,2026-02-19T19:00:00,2026-02-19T20:00:00,0.032,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000029,2026-02-19T20:00:00,2026-02-19T21:00:00,0.238,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000030,2026-02-19T21:00:00,2026-02-19T22:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000031,2026-02-19T22:00:00,2026-02-19T23:00:00,0.8723,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000032,2026-02-19T23:00:00,2026-02-20T00:00:00,0.1677,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000033,2026-02-20T00:00:00,2026-02-20T01:00:00,0.9752,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000034,2026-02-20T01:00:00,2026-02-20T02:00:00,0.1583,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000035,2026-02-20T02:00:00,2026-02-20T03:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000036,2026-02-20T03:00:00,2026-02-20T04:00:00,0.1833,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000037,2026-02-20T04:00:00,2026-02-20T05:00:00,0.3149,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000038,2026-02-20T05:00:00,2026-02-20T06:00:00,0.3523,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000039,2026-02-20T06:00:00,2026-02-20T07:00:00,0.0631,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000040,2026-02-20T07:00:00,2026-02-20T08:00:00,0.2814,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000041,2026-02-20T08:00:00,2026-02-20T09:00:00,0.3949,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000042,2026-02-20T09:00:00,2026-02-20T10:00:00,0.0031,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000043,2026-02-20T10:00:00,2026-02-20T11:00:00,0.1198,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000044,2026-02-20T11:00:00,2026-02-20T12:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000045,2026-02-20T12:00:00,2026-02-20T13:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000046,2026-02-20T13:00:00,2026-02-20T14:00:00,0.2213,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000047,2026-02-20T14:00:00,2026-02-20T15:00:00,0.2419,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000048,2026-02-20T15:00:00,2026-02-20T16:00:00,0.0814,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000049,2026-02-20T16:00:00,2026-02-20T17:00:00,0.1056,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000050,2026-02-20T17:00:00,2026-02-20T18:00:00,0.3621,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000051,2026-02-20T18:00:00,2026-02-20T19:00:00,0.0369,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000052,2026-02-20T19:00:00,2026-02-20T20:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000053,2026-02-20T20:00:00,2026-02-20T21:00:00,0.3084,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000054,2026-02-20T21:00:00,2026-02-20T22:00:00,0.1048,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000055,2026-02-20T22:00:00,2026-02-20T23:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000056,2026-02-20T23:00:00,2026-02-21T00:00:00,0.0301,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000057,2026-02-21T00:00:00,2026-02-21T01:00:00,0.2182,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000058,2026-02-21T01:00:00,2026-02-21T02:00:00,0.375,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000059,2026-02-21T02:00:00,2026-02-21T03:00:00,0.3184,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000060,2026-02-21T03:00:00,2026-02-21T04:00:00,0.256,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000061,2026-02-21T04:00:00,2026-02-21T05:00:00,0.3537,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000062,2026-02-21T05:00:00,2026-02-21T06:00:00,0.0618,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000063,2026-02-21T06:00:00,2026-02-21T07:00:00,0.3905,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000064,2026-02-21T07:00:00,2026-02-21T08:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000065,2026-02-21T08:00:00,2026-02-21T09:00:00,0.2946,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000066,2026-02-21T09:00:00,2026-02-21T10:00:00,0.3723,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000067,2026-02-21T10:00:00,2026-02-21T11:00:00,0.3456,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000068,2026-02-21T11:00:00,2026-02-21T12:00:00,0.1067,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000069,2026-02-21T12:00:00,2026-02-21T13:00:00,0.0432,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000070,2026-02-21T13:00:00,2026-02-21T14:00:00,0.3434,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000071,2026-02-21T14:00:00,2026-02-21T15:00:00,0.3266,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000072,2026-02-21T15:00:00,2026-02-21T16:00:00,0.1221,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000073,2026-02-21T16:00:00,2026-02-21T17:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000074,2026-02-21T17:00:00,2026-02-21T18:00:00,0.0773,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000075,2026-02-21T18:00:00,2026-02-21T19:00:00,0.3457,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000076,2026-02-21T19:00:00,2026-02-21T20:00:00,0.1116,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000077,2026-02-21T20:00:00,2026-02-21T21:00:00,0.1599,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000078,2026-02-21T21:00:00,2026-02-21T22:00:00,0.2145,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000079,2026-02-21T22:00:00,2026-02-21T23:00:00,0.0461,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000080,2026-02-21T23:00:00,2026-02-22T00:00:00,0.5609,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000081,2026-02-22T00:00:00,2026-02-22T01:00:00,0.8158,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000082,2026-02-22T01:00:00,2026-02-22T02:00:00,0.1541,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000083,2026-02-22T02:00:00,2026-02-22T03:00:00,1.0314,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000084,2026-02-22T03:00:00,2026-02-22T04:00:00,0.2878,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000085,2026-02-22T04:00:00,2026-02-22T05:00:00,0.7107,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000086,2026-02-22T05:00:00,2026-02-22T06:00:00,0.1256,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000087,2026-02-22T06:00:00,2026-02-22T07:00:00,0.1201,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000088,2026-02-22T07:00:00,2026-02-22T08:00:00,0.1634,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000089,2026-02-22T08:00:00,2026-02-22T09:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000090,2026-02-22T09:00:00,2026-02-22T10:00:00,0.1682,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000091,2026-02-22T10:00:00,2026-02-22T11:00:00,0.2709,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000092,2026-02-22T11:00:00,2026-02-22T12:00:00,0.2462,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000093,2026-02-22T12:00:00,2026-02-22T13:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000094,2026-02-22T13:00:00,2026-02-22T14:00:00,0.1148,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000095,2026-02-22T14:00:00,2026-02-22T15:00:00,0.232,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000096,2026-02-22T15:00:00,2026-02-22T16:00:00,0.186,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000097,2026-02-22T16:00:00,2026-02-22T17:00:00,0.0855,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000098,2026-02-22T17:00:00,2026-02-22T18:00:00,0.3605,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000099,2026-02-22T18:00:00,2026-02-22T19:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000100,2026-02-22T19:00:00,2026-02-22T20:00:00,0.2062,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000101,2026-02-22T20:00:00,2026-02-22T21:00:00,0.1341,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000102,2026-02-22T21:00:00,2026-02-22T22:00:00,0.3005,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000103,2026-02-22T22:00:00,2026-02-22T23:00:00,0.207,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000104,2026-02-22T23:00:00,2026-02-23T00:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000105,2026-02-23T00:00:00,2026-02-23T01:00:00,0.1658,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000106,2026-02-23T01:00:00,2026-02-23T02:00:00,0.2785,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000107,2026-02-23T02:00:00,2026-02-23T03:00:00,0.8881,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000108,2026-02-23T03:00:00,2026-02-23T04:00:00,0.0426,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000109,2026-02-23T04:00:00,2026-02-23T05:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000110,2026-02-23T05:00:00,2026-02-23T06:00:00,0.0997,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000111,2026-02-23T06:00:00,2026-02-23T07:00:00,0.3206,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000112,2026-02-23T07:00:00,2026-02-23T08:00:00,0.3952,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000113,2026-02-23T08:00:00,2026-02-23T09:00:00,0.38,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000114,2026-02-23T09:00:00,2026-02-23T10:00:00,0.2451,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000115,2026-02-23T10:00:00,2026-02-23T11:00:00,0.2019,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000116,2026-02-23T11:00:00,2026-02-23T12:00:00,0.2191,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000117,2026-02-23T12:00:00,2026-02-23T13:00:00,0.2975,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000118,2026-02-23T13:00:00,2026-02-23T14:00:00,0.1037,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000119,2026-02-23T14:00:00,2026-02-23T15:00:00,0.2551,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000120,2026-02-23T15:00:00,2026-02-23T16:00:00,0.2085,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000121,2026-02-23T16:00:00,2026-02-23T17:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000122,2026-02-23T17:00:00,2026-02-23T18:00:00,0.1143,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000123,2026-02-23T18:00:00,2026-02-23T19:00:00,0.1279,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000124,2026-02-23T19:00:00,2026-02-23T20:00:00,0.0553,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000125,2026-02-23T20:00:00,2026-02-23T21:00:00,0.2776,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000126,2026-02-23T21:00:00,2026-02-23T22:00:00,0.0257,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000127,2026-02-23T22:00:00,2026-02-23T23:00:00,0.217,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000128,2026-02-23T23:00:00,2026-02-24T00:00:00,0.1681,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000129,2026-02-24T00:00:00,2026-02-24T01:00:00,0.2782,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000130,2026-02-24T01:00:00,2026-02-24T02:00:00,0.4984,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000131,2026-02-24T02:00:00,2026-02-24T03:00:00,0.3414,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000132,2026-02-24T03:00:00,2026-02-24T04:00:00,0.299,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000133,2026-02-24T04:00:00,2026-02-24T05:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000134,2026-02-24T05:00:00,2026-02-24T06:00:00,0.1345,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000135,2026-02-24T06:00:00,2026-02-24T07:00:00,0.066,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000136,2026-02-24T07:00:00,2026-02-24T08:00:00,0.0511,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000137,2026-02-24T08:00:00,2026-02-24T09:00:00,0.0108,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000138,2026-02-24T09:00:00,2026-02-24T10:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000139,2026-02-24T10:00:00,2026-02-24T11:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000140,2026-02-24T11:00:00,2026-02-24T12:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000141,2026-02-24T12:00:00,2026-02-24T13:00:00,0.1516,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000142,2026-02-24T13:00:00,2026-02-24T14:00:00,0.1307,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000143,2026-02-24T14:00:00,2026-02-24T15:00:00,0.1517,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000144,2026-02-24T15:00:00,2026-02-24T16:00:00,0.3328,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000145,2026-02-24T16:00:00,2026-02-24T17:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000146,2026-02-24T17:00:00,2026-02-24T18:00:00,0.2158,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000147,2026-02-24T18:00:00,2026-02-24T19:00:00,0.14,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000148,2026-02-24T19:00:00,2026-02-24T20:00:00,0.3125,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000149,2026-02-24T20:00:00,2026-02-24T21:00:00,0.3017,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000150,2026-02-24T21:00:00,2026-02-24T22:00:00,0.0,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000151,2026-02-24T22:00:00,2026-02-24T23:00:00,0.6296,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000152,2026-02-24T23:00:00,2026-02-25T00:00:00,0.0872,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
rec_00000153,2026-02-25T00:00:00,2026-02-25T01:00:00,0.0671,ALL_PURPOSE,101001,"{""run_as"": {""email"": ""user000@example.com""}, ""actor_type"": ""user""}"
